"No.","Time","Source","Destination","Protocol","Length","Info"
"4386","36.605628","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4830314 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4387","36.605628","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4831696 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4388","36.605628","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4833078 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4390","36.608829","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4834460 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4391","36.608829","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4835842 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4392","36.608829","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4837224 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4394","36.609607","176.235.75.83","172.16.7.65","TLSv1.2","1436","Application Data"
"4395","36.609607","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4839988 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4396","36.609607","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4841370 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4397","36.609607","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4842752 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4398","36.609607","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4844134 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4399","36.609607","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4845516 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4400","36.609607","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4846898 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4401","36.609607","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4848280 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4402","36.609607","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4849662 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4403","36.609607","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4851044 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4404","36.609607","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4852426 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4405","36.609607","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4853808 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4406","36.609607","176.235.75.83","172.16.7.65","TLSv1.2","1436","Application Data"
"4407","36.609607","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [PSH, ACK] Seq=4856572 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4408","36.609607","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4857954 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4409","36.609607","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4859336 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4410","36.609607","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4860718 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4411","36.609607","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4862100 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4412","36.609607","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4863482 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4414","36.610124","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4864864 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4415","36.610124","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4866246 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4416","36.610124","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4867628 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4417","36.610124","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4869010 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4418","36.610124","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4870392 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4420","36.610219","176.235.75.83","172.16.7.65","TLSv1.2","1436","Application Data"
"4421","36.610219","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4873156 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4422","36.610219","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4874538 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4423","36.610219","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4875920 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4424","36.610219","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4877302 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4425","36.610219","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4878684 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4426","36.610219","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4880066 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4428","36.610320","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4881448 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4430","36.610367","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4882830 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4431","36.610367","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4884212 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4432","36.610367","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4885594 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4433","36.610367","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [PSH, ACK] Seq=4886976 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4434","36.610367","176.235.75.83","172.16.7.65","TLSv1.2","1436","Application Data"
"4435","36.610367","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4889740 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4436","36.610367","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [PSH, ACK] Seq=4891122 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4437","36.610367","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4892504 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4438","36.610367","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4893886 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4439","36.610367","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4895268 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4440","36.610367","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4896650 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4441","36.610367","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4898032 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4443","36.610507","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4899414 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4444","36.610507","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4900796 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4445","36.610507","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4902178 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4446","36.610507","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4903560 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4447","36.610507","176.235.75.83","172.16.7.65","TLSv1.2","1436","Application Data"
"4449","36.610583","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4906324 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4450","36.610583","176.235.75.83","172.16.7.65","TLSv1.2","1436","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"4451","36.610583","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4909088 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4452","36.610583","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4910470 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4453","36.610583","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4911852 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4454","36.610583","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4913234 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4455","36.610583","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4914616 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4456","36.610583","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4915998 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4457","36.610583","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4917380 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4458","36.610583","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4918762 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4460","36.610810","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4920144 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4461","36.610810","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4921526 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4462","36.610810","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4922908 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4463","36.610810","176.235.75.83","172.16.7.65","TLSv1.2","1436","Application Data"
"4464","36.610810","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [PSH, ACK] Seq=4925672 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4465","36.610810","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4927054 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4466","36.610810","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4928436 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4467","36.610810","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4929818 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4469","36.610984","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4931200 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4471","36.611674","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4932582 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4472","36.611674","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4933964 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4473","36.611674","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4935346 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4474","36.611674","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4936728 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4475","36.611674","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4938110 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4477","36.612173","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4939492 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4478","36.612173","176.235.75.83","172.16.7.65","TLSv1.2","1436","Application Data"
"4479","36.612173","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4942256 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4480","36.612173","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4943638 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4481","36.612173","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4945020 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4482","36.612173","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4946402 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4484","36.612665","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4947784 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4485","36.612665","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4949166 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4486","36.612665","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4950548 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4487","36.612665","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4951930 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4488","36.612665","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4953312 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4489","36.612665","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4954694 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4491","36.613259","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [PSH, ACK] Seq=4956076 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4493","36.613683","176.235.75.83","172.16.7.65","TLSv1.2","1436","Application Data"
"4494","36.613683","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4958840 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4495","36.613683","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4960222 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4496","36.613683","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4961604 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4497","36.613683","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4962986 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4499","36.614577","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4964368 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4500","36.614577","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4965750 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4501","36.614577","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4967132 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4502","36.614577","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4968514 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4503","36.614577","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4969896 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4504","36.614577","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4971278 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4505","36.614577","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4972660 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4506","36.614577","176.235.75.83","172.16.7.65","TLSv1.2","1436","Application Data"
"4508","36.614930","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4975424 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4509","36.614930","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4976806 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4510","36.614930","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4978188 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4511","36.614930","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4979570 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4512","36.614930","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4980952 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4514","36.615717","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4982334 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4515","36.615717","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4983716 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4516","36.615717","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4985098 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4517","36.615717","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4986480 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4518","36.615717","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4987862 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4519","36.615717","176.235.75.83","172.16.7.65","TLSv1.2","1436","Application Data"
"4520","36.615717","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [PSH, ACK] Seq=4990626 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4521","36.615717","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4992008 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4522","36.615717","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4993390 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4524","36.616058","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4994772 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4525","36.616058","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4996154 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4526","36.616058","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4997536 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4527","36.616058","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=4998918 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4528","36.616058","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=5000300 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4532","36.616491","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=5001682 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4533","36.617136","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=5003064 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4534","36.617136","176.235.75.83","172.16.7.65","TCP","1436","443  >  54052 [ACK] Seq=5004446 Ack=46430 Win=865 Len=1382 [TCP segment of a reassembled PDU]"
"4535","36.617136","176.235.75.83","172.16.7.65","TLSv1.2","1436","Application Data"
