"No.","Time","Source","Destination","Protocol","Length","Info"
"11572","107.036498","176.235.75.83","172.16.7.65","TCP","56","443  >  54102 [ACK] Seq=1 Ack=1813 Win=69376 Len=0"
"11573","107.036873","176.235.75.83","172.16.7.65","TLSv1.3","1436","Server Hello, Change Cipher Spec"
"11574","107.036873","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=1383 Ack=1813 Win=69376 Len=1382 [TCP segment of a reassembled PDU]"
"11576","107.037229","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=2765 Ack=1813 Win=69376 Len=1382 [TCP segment of a reassembled PDU]"
"11577","107.037847","176.235.75.83","172.16.7.65","TLSv1.3","423","Application Data"
"11583","107.045439","176.235.75.83","172.16.7.65","TCP","56","443  >  54102 [ACK] Seq=4516 Ack=5747 Win=77056 Len=0"
"11584","107.048970","176.235.75.83","172.16.7.65","TLSv1.3","1436","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"11585","107.049613","176.235.75.83","172.16.7.65","TLSv1.3","133","Application Data, Application Data"
"11586","107.049613","176.235.75.83","172.16.7.65","TLSv1.3","1436","Application Data, Application Data, Application Data, Application Data, Application Data"
"11587","107.049613","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=7359 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11588","107.049613","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=8741 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11589","107.049613","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=10123 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11590","107.049613","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=11505 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11592","107.050311","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=12887 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11593","107.050311","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [PSH, ACK] Seq=14269 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11594","107.050311","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=15651 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11595","107.050311","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=17033 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11596","107.050311","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=18415 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11598","107.050763","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=19797 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11599","107.051273","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [PSH, ACK] Seq=21179 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11601","107.054462","176.235.75.83","172.16.7.65","TLSv1.3","1436","Application Data"
"11602","107.054462","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=23943 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11603","107.054462","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=25325 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11604","107.054462","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=26707 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11605","107.054462","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=28089 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11606","107.054462","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=29471 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11607","107.054462","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=30853 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11608","107.054462","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [PSH, ACK] Seq=32235 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11609","107.054462","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=33617 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11610","107.054462","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=34999 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11611","107.054462","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=36381 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11612","107.054462","176.235.75.83","172.16.7.65","TLSv1.3","1436","Application Data"
"11613","107.054462","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=39145 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11614","107.054462","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=40527 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11616","107.054909","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=41909 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11617","107.055575","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [PSH, ACK] Seq=43291 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11618","107.055575","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=44673 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11619","107.055575","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=46055 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11620","107.055575","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=47437 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11621","107.055575","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=48819 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11622","107.055575","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=50201 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11623","107.055575","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=51583 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11625","107.055882","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=52965 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11626","107.056747","176.235.75.83","172.16.7.65","TLSv1.3","1436","Application Data"
"11627","107.056747","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=55729 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11628","107.056747","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=57111 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11630","107.057246","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=58493 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11631","107.057586","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [PSH, ACK] Seq=59875 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11633","107.059371","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=61257 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11634","107.060381","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=62639 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11635","107.060381","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=64021 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11636","107.060381","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=65403 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11637","107.060381","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=66785 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11638","107.060381","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=68167 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11639","107.060381","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=69549 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11640","107.060381","176.235.75.83","172.16.7.65","TLSv1.3","1436","Application Data"
"11641","107.060381","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [PSH, ACK] Seq=72313 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11642","107.060381","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=73695 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11643","107.060381","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=75077 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11644","107.060381","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=76459 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11645","107.060381","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=77841 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11646","107.060381","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [PSH, ACK] Seq=79223 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11647","107.060381","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=80605 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11648","107.060381","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=81987 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11650","107.060750","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=83369 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11651","107.060750","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=84751 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11652","107.060750","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=86133 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11653","107.060750","176.235.75.83","172.16.7.65","TLSv1.3","1436","Application Data"
"11654","107.060750","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=88897 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11655","107.060750","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=90279 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11656","107.060750","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [PSH, ACK] Seq=91661 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11657","107.060750","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=93043 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11658","107.060750","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=94425 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11660","107.061714","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=95807 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11661","107.061714","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=97189 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11662","107.061714","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=98571 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11663","107.061714","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=99953 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11664","107.061714","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=101335 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11665","107.061714","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=102717 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11666","107.061714","176.235.75.83","172.16.7.65","TLSv1.3","1436","Application Data"
"11667","107.061714","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=105481 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11669","107.062108","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [PSH, ACK] Seq=106863 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11670","107.062108","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=108245 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11671","107.062108","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=109627 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11672","107.062108","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=111009 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11673","107.062108","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=112391 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11674","107.062108","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=113773 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11675","107.062108","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=115155 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11676","107.062108","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=116537 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11678","107.062794","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=117919 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11679","107.062794","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=119301 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11681","107.063106","176.235.75.83","172.16.7.65","TLSv1.3","1436","Application Data"
"11683","107.064271","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [PSH, ACK] Seq=122065 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11684","107.064623","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=123447 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11686","107.065262","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=124829 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11687","107.065262","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=126211 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11688","107.065262","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=127593 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11689","107.065262","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=128975 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11690","107.065262","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=130357 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11691","107.065262","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=131739 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11692","107.065262","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=133121 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11693","107.065262","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=134503 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11694","107.065262","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=135885 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11695","107.065262","176.235.75.83","172.16.7.65","TLSv1.3","1436","Application Data"
"11696","107.065262","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=138649 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11697","107.065262","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [PSH, ACK] Seq=140031 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11698","107.065262","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=141413 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11700","107.066675","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=142795 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11701","107.066675","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [PSH, ACK] Seq=144177 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11702","107.066675","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=145559 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11703","107.066675","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=146941 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11704","107.066675","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=148323 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11705","107.066675","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=149705 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11706","107.066675","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=151087 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11707","107.066675","176.235.75.83","172.16.7.65","TLSv1.3","1436","Application Data"
"11708","107.066675","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=153851 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11709","107.066675","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=155233 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11710","107.066675","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=156615 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11711","107.066675","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=157997 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11712","107.066675","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=159379 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11713","107.066675","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=160761 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11714","107.066675","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=162143 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11716","107.067508","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=163525 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11717","107.067753","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [PSH, ACK] Seq=164907 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11718","107.067753","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=166289 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11719","107.067753","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=167671 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11720","107.067753","176.235.75.83","172.16.7.65","TLSv1.3","1436","Application Data"
"11721","107.067753","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=170435 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11722","107.067753","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=171817 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11723","107.067753","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=173199 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11724","107.067753","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=174581 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11725","107.067753","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=175963 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11726","107.067753","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=177345 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11727","107.067753","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=178727 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11728","107.067753","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=180109 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11729","107.067753","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=181491 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11731","107.068612","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=182873 Ack=5747 Win=77056 Len=1382 [TCP segment of a reassembled PDU]"
"11732","107.068752","176.235.75.83","172.16.7.65","TLSv1.3","624","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"11737","107.081570","176.235.75.83","172.16.7.65","TCP","56","443  >  54102 [ACK] Seq=184825 Ack=8511 Win=82432 Len=0"
"11738","107.086155","176.235.75.83","172.16.7.65","TCP","56","443  >  54102 [ACK] Seq=184825 Ack=9617 Win=85504 Len=0"
"11739","107.086155","176.235.75.83","172.16.7.65","TLSv1.3","1436","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"11740","107.086945","176.235.75.83","172.16.7.65","TLSv1.3","136","Application Data, Application Data"
"11741","107.086945","176.235.75.83","172.16.7.65","TLSv1.3","81","Application Data"
"11763","111.361957","176.235.75.83","172.16.7.65","TCP","56","443  >  54102 [ACK] Seq=186316 Ack=13487 Win=93184 Len=0"
"11764","111.364098","176.235.75.83","172.16.7.65","TLSv1.3","1436","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"11765","111.364098","176.235.75.83","172.16.7.65","TLSv1.3","133","Application Data, Application Data"
"11766","111.364098","176.235.75.83","172.16.7.65","TLSv1.3","1436","Application Data, Application Data, Application Data, Application Data, Application Data"
"11767","111.364098","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=189159 Ack=13487 Win=93184 Len=1382 [TCP segment of a reassembled PDU]"
"11768","111.364098","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=190541 Ack=13487 Win=93184 Len=1382 [TCP segment of a reassembled PDU]"
"11769","111.364098","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=191923 Ack=13487 Win=93184 Len=1382 [TCP segment of a reassembled PDU]"
"11770","111.364098","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=193305 Ack=13487 Win=93184 Len=1382 [TCP segment of a reassembled PDU]"
"11771","111.364098","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=194687 Ack=13487 Win=93184 Len=1382 [TCP segment of a reassembled PDU]"
"11772","111.364098","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=196069 Ack=13487 Win=93184 Len=1382 [TCP segment of a reassembled PDU]"
"11773","111.364098","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=197451 Ack=13487 Win=93184 Len=1382 [TCP segment of a reassembled PDU]"
"11774","111.364098","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=198833 Ack=13487 Win=93184 Len=1382 [TCP segment of a reassembled PDU]"
"11775","111.364098","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=200215 Ack=13487 Win=93184 Len=1382 [TCP segment of a reassembled PDU]"
"11776","111.364098","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=201597 Ack=13487 Win=93184 Len=1382 [TCP segment of a reassembled PDU]"
"11777","111.364098","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=202979 Ack=13487 Win=93184 Len=1382 [TCP segment of a reassembled PDU]"
"11778","111.364098","176.235.75.83","172.16.7.65","TLSv1.3","1436","Application Data"
"11779","111.364098","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=205743 Ack=13487 Win=93184 Len=1382 [TCP segment of a reassembled PDU]"
"11780","111.364098","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=207125 Ack=13487 Win=93184 Len=1382 [TCP segment of a reassembled PDU]"
"11781","111.364098","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=208507 Ack=13487 Win=93184 Len=1382 [TCP segment of a reassembled PDU]"
"11782","111.364098","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=209889 Ack=13487 Win=93184 Len=1382 [TCP segment of a reassembled PDU]"
"11783","111.364098","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=211271 Ack=13487 Win=93184 Len=1382 [TCP segment of a reassembled PDU]"
"11784","111.364098","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=212653 Ack=13487 Win=93184 Len=1382 [TCP segment of a reassembled PDU]"
"11785","111.364098","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=214035 Ack=13487 Win=93184 Len=1382 [TCP segment of a reassembled PDU]"
"11786","111.364098","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [ACK] Seq=215417 Ack=13487 Win=93184 Len=1382 [TCP segment of a reassembled PDU]"
"11787","111.364098","176.235.75.83","172.16.7.65","TCP","1436","443  >  54102 [PSH, ACK] Seq=216799 Ack=13487 Win=93184 Len=1382 [TCP segment of a reassembled PDU]"
